Rank,Name,Franchise,basename,Genre,Platform,Publisher,Developer,Year,Random_Values,Estimated_Sales
148,Uncharted 3: Drake's Deception,Uncharted,uncharted-3-drakes-deception,Action,PS3,Sony Computer Entertainment,Naughty Dog,2011.0,0.6037002941026284,6.84
149,Medal of Honor: Frontline,Medal of Honor,medal-of-honor-frontline,Shooter,PS2,Electronic Arts,EA Los Angeles,2002.0,0.6808414087700577,6.83
150,Crash Bandicoot,Crash Bandicoot,crash-bandicoot,Platform,PS,Sony Computer Entertainment,Naughty Dog,1996.0,0.6200066963870954,6.82
151,Zumba Fitness,Undefined Franchise,zumba-fitness,Sports,Wii,Majesco,"Pipeworks Software, Inc.",2010.0,0.8951878847369853,6.76
152,Uncharted 2: Among Thieves,Uncharted,uncharted-2-among-thieves,Action,PS3,Sony Computer Entertainment,Naughty Dog,2009.0,0.47569290542800546,6.74
153,Call of Duty 4: Modern Warfare,Call of Duty,call-of-duty-4-modern-warfare,Shooter,PS3,Activision,Infinity Ward,2007.0,0.44252395001349454,6.72
154,FIFA Soccer 12,FIFA,fifa-soccer-12,Sports,PS3,EA Sports,EA Canada,2011.0,0.26571983316285164,6.65
155,FIFA 14,FIFA,fifa-14,Sports,PS3,EA Sports,EA Canada,2013.0,0.6372298257394962,6.61
156,Red Dead Redemption,Red Dead,red-dead-redemption,Action,PS3,Rockstar Games,Rockstar San Diego,2011.0,0.1415035774821365,6.57
157,Donkey Kong Country Returns,Undefined Franchise,donkey-kong-country-returns,Platform,Wii,Nintendo,Retro Studios,2010.0,0.8474414604171109,6.53
158,The Legend of Zelda,The Legend of Zelda,the-legend-of-zelda,Adventure,NES,Nintendo,Nintendo EAD,1987.0,0.21836416489921762,6.51
159,Assassin's Creed III,Assassin's Creed,assassins-creed-iii,Action-Adventure,PS3,Ubisoft,Ubisoft Montreal,2012.0,0.5584957067778201,6.5
160,Guild Wars,Undefined Franchise,guild-wars,Role-Playing,PC,NCSoft,ArenaNet,2005.0,0.9304369846083667,6.5
161,Red Dead Redemption,Red Dead,red-dead-redemption,Action,X360,Rockstar Games,Rockstar San Diego,2010.0,0.5754479155576536,6.5
162,The Elder Scrolls V: Skyrim,The Elder Scrolls,the-elder-scrolls-v-skyrim,Role-Playing,PS3,Bethesda Softworks,Bethesda Game Studios,2011.0,0.5795360339591282,6.49
163,Final Fantasy XII,Final Fantasy,final-fantasy-xii,Role-Playing,PS2,Square Enix,Square Enix,2006.0,0.33417307015933106,6.4
164,Tomodachi Life,Undefined Franchise,tomodachi-life,Simulation,3DS,Nintendo,Nintendo,2014.0,0.45311516116978356,6.4
165,Pokemon Crystal Version,Pokemon,pokemon-crystal-version,Role-Playing,GBC,Nintendo,Game Freak,2001.0,0.3369126873842204,6.39
166,Halo 3: ODST,Halo,halo-3-odst,Shooter,X360,Microsoft Game Studios,Bungie,2009.0,0.712078606079039,6.35
167,Minecraft,Minecraft,minecraft,Misc,PS4,Sony Computer Entertainment,Mojang,2014.0,0.14136840123134542,6.33
168,FIFA 15,FIFA,fifa-15,Sports,PS4,EA Sports,EA Canada,2014.0,0.07391825739237612,6.32
169,Kingdom Hearts,Kingdom Hearts,kingdom-hearts,Role-Playing,PS2,Square EA,SquareSoft,2002.0,0.44685335739400456,6.3
170,Street Fighter II: The World Warrior,Street Fighter,street-fighter-ii-the-world-warrior,Fighting,SNES,Capcom,Capcom,1992.0,0.4279088834314122,6.3
171,The Last of Us,The Last of Us,the-last-of-us,Action-Adventure,PS3,Sony Computer Entertainment America,Naughty Dog,2013.0,0.5232594653047774,6.27
172,Driver,Undefined Franchise,driver,Action,PS,GT Interactive,Reflections Interactive,1999.0,0.3585511723284308,6.27
173,Call of Duty: WWII,Call of Duty,call-of-duty-wwii,Shooter,XOne,Activision,Sledgehammer Games,2017.0,0.035103962913865416,6.23
174,God of War (2018),God of War,god-of-war-2018,Action,PS4,Sony Interactive Entertainment,SIE Santa Monica Studio,2018.0,0.8464659797891809,6.15
175,Big Brain Academy,Undefined Franchise,big-brain-academy,Misc,DS,Nintendo,Nintendo EAD,2006.0,0.674982626981559,6.15
176,Minecraft,Minecraft,minecraft,Misc,PS3,Sony Computer Entertainment America,Mojang,2014.0,0.731589389377641,6.05
177,Metal Gear Solid 2: Sons of Liberty,Metal Gear,metal-gear-solid-2-sons-of-liberty,Action,PS2,Konami,Konami Computer Entertainment Japan,2001.0,0.9239784884205411,6.05
178,Metal Gear Solid,Metal Gear,metal-gear-solid,Action,PS,Konami,Konami Computer Entertainment Japan,1998.0,0.6419351319180313,6.0
179,Myst,Undefined Franchise,myst,Adventure,PC,Broderbund,Cyan Worlds,1995.0,0.12175903047742176,6.0
180,Sonic the Hedgehog 2,Sonic the Hedgehog,sonic-the-hedgehog-2,Platform,GEN,Sega,Sonic Team,1992.0,0.25661112806081554,6.0
181,Metal Gear Solid 4: Guns of the Patriots,Metal Gear,metal-gear-solid-4-guns-of-the-patriots,Action,PS3,Konami,Kojima Productions,2008.0,0.051072882455689306,6.0
182,Euro Truck Simulator 2,Undefined Franchise,euro-truck-simulator-2,Simulation,PC,SCS Software,SCS Software,2013.0,0.2533196893704236,5.98
183,Mario Kart: Super Circuit,Mario,mario-kart-super-circuit,Racing,GBA,Nintendo,Intelligent Systems,2001.0,0.4878584355508454,5.91
184,Super Mario Sunshine,Mario,super-mario-sunshine,Platform,GC,Nintendo,Nintendo EAD,2002.0,0.5214893575757074,5.91
185,LittleBigPlanet,Undefined Franchise,littlebigplanet,Platform,PS3,Sony Computer Entertainment,Media Molecule,2008.0,0.574685172236477,5.85
186,Age of Empires II: HD Edition,Age of Empires,age-of-empires-ii-hd-edition,Strategy,PC,Microsoft Studios,Hidden Path Entertainment,2013.0,0.3638111746981779,5.82
187,Super Mario 3D World,Mario,super-mario-3d-world,Platform,WiiU,Nintendo,Nintendo EAD Tokyo,2013.0,0.7813602722057963,5.8
188,Link's Crossbow Training,Undefined Franchise,links-crossbow-training,Shooter,Wii,Nintendo,Nintendo EAD,2007.0,0.2007784744988278,5.79
189,Red Dead Redemption 2,Red Dead,red-dead-redemption-2,Action-Adventure,XOne,Rockstar Games,Rockstar Games,2018.0,0.8039402672685669,5.77
190,New Super Mario Bros. U,Mario,new-super-mario-bros-u,Platform,WiiU,Nintendo,Nintendo EAD,2012.0,0.9951957159552592,5.77
191,Destiny,Destiny,destiny,Shooter,PS4,Activision,Bungie,2014.0,0.48608221724939904,5.76
192,Luigi's Mansion: Dark Moon,Undefined Franchise,luigis-mansion-dark-moon,Adventure,3DS,Nintendo,Next Level Games,2013.0,0.09775479151133193,5.75
193,Tekken 2,Tekken,tekken-2,Fighting,PS,Namco,Namco,1996.0,0.877745214023991,5.74
194,Uncharted: The Nathan Drake Collection,Uncharted,uncharted-the-nathan-drake-collection,Action,PS4,Sony Computer Entertainment,Bluepoint Games,2015.0,0.40095534375990993,5.7
195,Super Mario World: Super Mario Advance 2,Mario,super-mario-world-super-mario-advance-2,Platform,GBA,Nintendo,Nintendo EAD,2002.0,0.6590916171540554,5.69
196,LEGO Star Wars: The Complete Saga,Star Wars,lego-star-wars-the-complete-saga,Action,Wii,LucasArts,Traveller's Tales,2007.0,0.23212705918499754,5.66
197,Cooking Mama,Undefined Franchise,cooking-mama,Simulation,DS,Majesco,Office Create,2006.0,0.858188246534488,5.66
198,The Legend of Zelda: Ocarina of Time 3D,The Legend of Zelda,the-legend-of-zelda-ocarina-of-time-3d,Action-Adventure,3DS,Nintendo,GREZZO,2011.0,0.11792703508862534,5.62
199,Tetris,Tetris,tetris,Puzzle,NES,Nintendo,Nintendo,1989.0,0.6850128144834885,5.58
200,Super Mario Advance,Mario,super-mario-advance,Platform,GBA,Nintendo,Nintendo EAD,2001.0,0.9912072525332819,5.57
201,Assassin's Creed II,Assassin's Creed,assassins-creed-ii,Action,PS3,Ubisoft,Ubisoft Montreal,2009.0,0.31420936519870335,5.57
202,Super Smash Bros.,Super Smash Bros.,super-smash-bros,Fighting,N64,Nintendo,HAL Laboratory,1999.0,0.21027164827829448,5.55
203,Assassin's Creed,Assassin's Creed,assassins-creed,Action,X360,Ubisoft,Ubisoft Montreal,2007.0,0.08407471937535982,5.55
204,Batman: Arkham City,Batman,batman-arkham-city,Action,PS3,Warner Bros. Interactive,Rocksteady Studios,2011.0,0.8282516227879284,5.54
205,Forza Motorsport 3,Undefined Franchise,forza-motorsport-3,Racing,X360,Microsoft Game Studios,Turn 10 Studios,2009.0,0.38936657271214425,5.5
206,Dragon Quest IX: Sentinels of the Starry Skies,Dragon Quest,dragon-quest-ix-sentinels-of-the-starry-skies,Role-Playing,DS,Nintendo,Level 5,2010.0,0.3425525644247822,5.5
207,Final Fantasy IX,Final Fantasy,final-fantasy-ix,Role-Playing,PS,Square,SquareSoft,2000.0,0.1647021673927409,5.5
208,Final Fantasy X-2,Final Fantasy,final-fantasy-x-2,Role-Playing,PS2,Square Enix,Square Enix,2003.0,0.9697466823543223,5.5
209,Tomb Raider (2013),Tomb Raider,tomb-raider-2013,Action,PC,Square Enix,Crystal Dynamics,2013.0,0.2502511083778156,5.5
210,The Witcher 3: Wild Hunt,The Witcher,the-witcher-3-wild-hunt,Role-Playing,PC,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,2015.0,0.12493896961952933,5.48
211,Pokemon Stadium,Pokemon,pokemon-stadium,Strategy,N64,Nintendo,HAL Laboratory,2000.0,0.9291476896401595,5.46
212,Minecraft,Minecraft,minecraft,Misc,XOne,Microsoft Studios,Mojang,2014.0,0.7451041645213461,5.43
213,Call of Duty: World at War,Call of Duty,call-of-duty-world-at-war,Shooter,PS3,Activision,Treyarch,2008.0,0.6439035155760359,5.43
214,Super Mario Advance 4: Super Mario Bros. 3,Mario,super-mario-advance-4-super-mario-bros-3,Platform,GBA,Nintendo,Nintendo EAD,2003.0,0.9561686863636522,5.43
215,Crash Bandicoot: The Wrath of Cortex,Crash Bandicoot,crash-bandicoot-the-wrath-of-cortex,Platform,PS2,Universal Interactive,Traveller's Tales,2001.0,0.24386162278528645,5.42
216,The Witcher 3: Wild Hunt,The Witcher,the-witcher-3-wild-hunt,Role-Playing,PS4,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,2015.0,0.9968403195896935,5.39
217,Final Fantasy XIII,Final Fantasy,final-fantasy-xiii,Role-Playing,PS3,Square Enix,Square Enix,2010.0,0.5604907962786405,5.35
218,Gran Turismo 5 Prologue,Gran Turismo,gran-turismo-5-prologue,Racing,PS3,Sony Computer Entertainment,Polyphony Digital,2008.0,0.3767751561311423,5.35
219,Super Smash Bros. for Wii U,Super Smash Bros.,super-smash-bros-for-wii-u,Fighting,WiiU,Nintendo,Bandai Namco Games,2014.0,0.44993404333232323,5.35
220,Dr. Mario,Mario,dr-mario,Puzzle,GB,Nintendo,Nintendo R&D1,1990.0,0.41168787289886,5.34
221,Assassin's Creed III,Assassin's Creed,assassins-creed-iii,Action-Adventure,X360,Ubisoft,Ubisoft Montreal,2012.0,0.4991421575158448,5.31
222,Pokemon Pinball,Pokemon,pokemon-pinball,Misc,GBC,Nintendo,Jupiter Corporation,1999.0,0.4208786795711541,5.31
223,Assassin's Creed II,Assassin's Creed,assassins-creed-ii,Action,X360,Ubisoft,Ubisoft Montreal,2009.0,0.9809120806297751,5.3
224,Super Mario Party,Mario,super-mario-party,Party,NS,Nintendo,"Nd Cube Co., Ltd.",2018.0,0.29409031091461624,5.3
225,The Forest,Undefined Franchise,the-forest,Misc,PC,Endnight Games Ltd,Endnight Games Ltd,2014.0,0.5652756675568983,5.3
226,Donkey Kong 64,Undefined Franchise,donkey-kong-64,Platform,N64,Nintendo,Rare Ltd.,1999.0,0.5060249313370753,5.27
227,Just Dance 2,Just Dance,just-dance-2,Misc,Wii,Ubisoft,Ubisoft Paris,2010.0,0.6703768765332134,5.25
228,Tomb Raider II,Tomb Raider,tomb-raider-ii,Adventure,PS,Eidos Interactive,Core Design Ltd.,1997.0,0.15169076023805883,5.24
229,Madden NFL 2004,Madden NFL,madden-nfl-2004,Sports,PS2,EA Sports,EA Tiburon,2003.0,0.0614812319850655,5.23
230,Call of Duty: Advanced Warfare,Call of Duty,call-of-duty-advanced-warfare,Shooter,XOne,Activision,Sledgehammer Games,2014.0,0.956495559893918,5.22
231,Fallout: New Vegas,Fallout,fallout-new-vegas,Role-Playing,PC,Bethesda Softworks,Obsidian Entertainment,2010.0,0.5203101969184719,5.22
232,Gran Turismo 6,Gran Turismo,gran-turismo-6,Racing,PS3,Sony Computer Entertainment America,Polyphony Digital,2013.0,0.9457872999377727,5.22
233,Kingdom Hearts II,Kingdom Hearts,kingdom-hearts-ii,Role-Playing,PS2,Square Enix,Square Enix,2006.0,0.4848250311586264,5.2
234,God of War III,God of War,god-of-war-iii,Action,PS3,Sony Computer Entertainment,SCEA Santa Monica Studio,2010.0,0.05692569009375159,5.2
235,Nintendo Land,Undefined Franchise,nintendo-land,Party,WiiU,Nintendo,Nintendo,2012.0,0.9271946745693644,5.19
236,Super Mario Land 3: Wario Land,Mario,super-mario-land-3-wario-land,Platform,GB,Nintendo,Nintendo R&D1,1994.0,0.9866726059545553,5.19
237,Donkey Kong Country 2: Diddy's Kong Quest,Undefined Franchise,donkey-kong-country-2-diddys-kong-quest,Platform,SNES,Nintendo,Rare Ltd.,1995.0,0.8443359491223736,5.15
238,Medal of Honor: Rising Sun,Medal of Honor,medal-of-honor-rising-sun,Shooter,PS2,Electronic Arts,EA Los Angeles,2003.0,0.7088140284333713,5.13
239,Battlefield 1,Battlefield,battlefield-1,Shooter,XOne,Electronic Arts,EA DICE,2016.0,0.7289410338043452,5.13
240,Kirby's Dream Land,Kirby,kirbys-dream-land,Platform,GB,Nintendo,HAL Laboratory,1992.0,0.8426875508418142,5.13
241,Microsoft Flight Simulator,Microsoft Flight Simulator,microsoft-flight-simulator,Simulation,PC,Microsoft,Microsoft,1996.0,0.9815417491316624,5.12
242,Guitar Hero II,Guitar Hero,guitar-hero-ii,Misc,PS2,RedOctane,Harmonix Music Systems,2006.0,0.7051737854114268,5.12
243,FIFA 13,FIFA,fifa-13,Sports,X360,EA Sports,EA Canada,2012.0,0.871610102330759,5.11
244,Resident Evil 5,Resident Evil,resident-evil-5,Action,PS3,Capcom,Capcom,2009.0,0.9718317235093699,5.1
245,Fable III,Undefined Franchise,fable-iii,Role-Playing,X360,Microsoft Game Studios,Lionhead Studios,2010.0,0.7244064127610597,5.1
246,Mario & Sonic at the Olympic Games,Mario,mario-amp-sonic-at-the-olympic-games,Sports,DS,Sega,Sega,2008.0,0.7986359974919829,5.1
247,Grand Theft Auto: Vice City Stories,Grand Theft Auto,grand-theft-auto-vice-city-stories,Action,PSP,Rockstar Games,Rockstar Leeds,2006.0,0.030593671403525646,5.08
248,FIFA Soccer 11,FIFA,fifa-soccer-11,Sports,PS3,EA Sports,EA Canada,2010.0,0.8508930841261877,5.08
249,Super Mario Bros. Deluxe,Mario,super-mario-bros-deluxe,Platform,GB,Nintendo,Nintendo EAD,1999.0,0.28432569198716606,5.07
250,Final Fantasy XV,Final Fantasy,final-fantasy-xv,Role-Playing,PS4,Square Enix,Square Enix,2016.0,0.15921568567011368,5.07
251,Fallout 4,Fallout,fallout-4,Role-Playing,XOne,Bethesda Softworks,Bethesda Game Studios,2015.0,0.5453490523721519,5.03
252,Tony Hawk's Pro Skater,Tony Hawk's,tony-hawks-pro-skater,Sports,PS,Activision,Neversoft Entertainment,1999.0,0.9098579187493621,5.02
253,Warzone 2100,Undefined Franchise,warzone-2100,Strategy,PS,Eidos Interactive,Pumpkin Studios,1999.0,0.1583404345314987,5.01
254,Spyro the Dragon,Spyro,spyro-the-dragon,Platform,PS,Sony Computer Entertainment,Insomniac Games,1998.0,0.9398646995434858,5.0
255,Cities: Skylines,Undefined Franchise,cities-skylines,Simulation,PC,Paradox Interactive,Colossal Order,2015.0,0.4708024632157004,5.0
256,Gears of War,Gears of War,gears-of-war,Shooter,X360,Microsoft Game Studios,Epic Games,2006.0,0.8495203930017619,5.0
257,Gears of War 2,Gears of War,gears-of-war-2,Shooter,X360,Microsoft Game Studios,Epic Games,2008.0,0.7853221597530069,5.0
258,Guild Wars 2,Undefined Franchise,guild-wars-2,Role-Playing,PC,NCSoft,ArenaNet,2012.0,0.49765893931924066,5.0
259,Halo 5: Guardians,Halo,halo-5-guardians,Shooter,XOne,Microsoft Studios,343 Industries,2015.0,0.002225342972213995,5.0
260,Halo: Combat Evolved,Halo,halo-combat-evolved,Shooter,XB,Microsoft,Bungie Studios,2001.0,0.1634198281871817,5.0
261,Guitar Hero III: Legends of Rock,Guitar Hero,guitar-hero-iii-legends-of-rock,Misc,PS2,RedOctane,BudCat Creations,2007.0,0.42246823664583666,4.98
262,Uncharted: Drake's Fortune,Uncharted,uncharted-drakes-fortune,Action,PS3,Sony Computer Entertainment,Naughty Dog,2007.0,0.8371401056966993,4.97
263,Resident Evil 2,Resident Evil,resident-evil-2,Action,PS,Capcom,Capcom,1998.0,0.33517260601650467,4.96
264,Fallout 3,Fallout,fallout-3,Role-Playing,X360,Bethesda Softworks,Bethesda Game Studios,2008.0,0.45252393839730054,4.96
265,Splatoon,Splatoon,splatoon,Shooter,WiiU,Nintendo,Nintendo EAD,2015.0,0.39930214073975623,4.94
266,Madden NFL 06,Madden NFL,madden-nfl-06,Sports,PS2,EA Sports,EA Tiburon,2005.0,0.49669090608555533,4.91
267,Stardew Valley,Undefined Franchise,stardew-valley,Simulation,PC,Chucklefish,ConcernedApe,2016.0,0.7721750948673924,4.91
268,Dragon Quest VIII: Journey of the Cursed King,Dragon Quest,dragon-quest-viii-journey-of-the-cursed-king,Role-Playing,PS2,Square Enix,Level 5 / Armor Project,2005.0,0.5213336919247782,4.9
269,Monster Hunter Freedom 3,Monster Hunter,monster-hunter-freedom-3,Role-Playing,PSP,Capcom,Capcom,2010.0,0.558628704306408,4.9
270,Diddy Kong Racing,Undefined Franchise,diddy-kong-racing,Racing,N64,Nintendo,Rare Ltd.,1997.0,0.05131259672961663,4.88
271,Pokemon Mystery Dungeon: Explorers of Time / Darkness,Pokemon,pokmon-mystery-dungeon-explorers-of-time,Role-Playing,DS,Nintendo,ChunSoft,2008.0,0.1407968395384025,4.88
272,Call of Duty: Black Ops IIII,Call of Duty,call-of-duty-black-ops-iiii,Shooter,XOne,Activision,Treyarch,2018.0,0.1745826695381233,4.85
273,Dr. Mario,Mario,dr-mario,Puzzle,NES,Nintendo,Nintendo R&D1,1990.0,0.7575145854361223,4.85
274,Crash Bandicoot N. Sane Trilogy,Crash Bandicoot,crash-bandicoot-n-sane-trilogy,Platform,PS4,Activision,Vicarious Visions,2017.0,0.5788710163060038,4.83
275,Assassin's Creed,Assassin's Creed,assassins-creed,Action,PS3,Ubisoft,Ubisoft Montreal,2007.0,0.3232558874240251,4.83
276,Call of Duty: Infinite Warfare,Call of Duty,call-of-duty-infinite-warfare,Shooter,XOne,Activision,Infinity Ward,2016.0,0.4097068777072156,4.79
277,Crash Team Racing,Undefined Franchise,crash-team-racing,Racing,PS,Sony Computer Entertainment,Naughty Dog,1999.0,0.3030882212102798,4.79
278,LEGO Star Wars: The Complete Saga,Star Wars,lego-star-wars-the-complete-saga,Action,DS,LucasArts,Traveller's Tales,2007.0,0.1088042677045602,4.77
279,The Legend of Zelda: Phantom Hourglass,The Legend of Zelda,the-legend-of-zelda-phantom-hourglass,Adventure,DS,Nintendo,Nintendo EAD,2007.0,0.26400469603914645,4.76
280,Batman: Arkham City,Batman,batman-arkham-city,Action,X360,Warner Bros. Interactive,Rocksteady Studios,2011.0,0.5016221673615907,4.75
281,Driver 2,Undefined Franchise,driver-2,Action,PS,Atari,Reflections Interactive,2000.0,0.93999539507484,4.73
282,The Simpsons: Hit & Run,Undefined Franchise,the-simpsons-hit-amp-run,Racing,PS2,VU Games,Radical Entertainment,2003.0,0.08500589896260624,4.7
283,World of Warcraft: Cataclysm,Undefined Franchise,world-of-warcraft-cataclysm,MMO,PC,Blizzard Entertainment,Blizzard Entertainment,2010.0,0.0573000200750049,4.7
284,Tony Hawk's Pro Skater 2,Tony Hawk's,tony-hawks-pro-skater-2,Sports,PS,Activision,Neversoft Entertainment,2000.0,0.04549888644849176,4.68
285,Monster Hunter: World,Monster Hunter,monster-hunter-world,Action,PS4,Capcom,Capcom,2018.0,0.0925470532937579,4.67
286,Gran Turismo,Gran Turismo,gran-turismo,Racing,PSP,Sony Computer Entertainment,Polyphony Digital,2009.0,0.37488245487317784,4.67
287,The Lord of the Rings: The Two Towers,Undefined Franchise,the-lord-of-the-rings-the-two-towers,Action,PS2,Electronic Arts,Stormfront Studios,2002.0,0.8088217329974648,4.67
288,Tomb Raider,Tomb Raider,tomb-raider,Action,PS,Eidos Interactive,Core Design Ltd.,1996.0,0.3973117293988422,4.63
289,God of War,God of War,god-of-war,Action,PS2,Sony Computer Entertainment,SCEA Santa Monica Studio,2005.0,0.11751894222744974,4.62
290,The Legend of Zelda: A Link to the Past,The Legend of Zelda,the-legend-of-zelda-a-link-to-the-past,Adventure,SNES,Nintendo,Nintendo EAD,1992.0,0.4273606284975914,4.61
291,Forza Motorsport 4,Undefined Franchise,forza-motorsport-4,Racing,X360,Microsoft Studios,Turn 10 Studio,2011.0,0.16817424446502804,4.6
292,Guitar Hero III: Legends of Rock,Guitar Hero,guitar-hero-iii-legends-of-rock,Misc,Wii,RedOctane,Vicarious Visions,2007.0,0.4176295889548264,4.6
293,"Pokemon: Let's Go, Pikachu!",Pokemon," pikachu""",Role-Playing,NS,Nintendo,Game Freak,2018.0,0.4242625963079387,4.57
294,BioShock Infinite,BioShock,bioshock-infinite,Shooter,PC,2K Games,Irrational Games,2013.0,0.9216174616227861,4.56
295,Mario & Luigi: Bowser's Inside Story,Mario,mario-amp-luigi-bowsers-inside-story,Role-Playing,DS,Nintendo,AlphaDream Corporation,2009.0,0.17527840431069064,4.56
296,FIFA 15,FIFA,fifa-15,Sports,PS3,EA Sports,EA Canada,2014.0,0.31559048661306643,4.56
297,Mario & Sonic at the Olympic Winter Games,Mario,mario-amp-sonic-at-the-olympic-winter-games,Sports,Wii,Sega,Sega,2009.0,0.9085883544734153,4.54
298,Overwatch,Undefined Franchise,overwatch,Shooter,PS4,Blizzard Entertainment,Blizzard Entertainment,2016.0,0.0472580196421184,4.54
299,Madden NFL 2005,Madden NFL,madden-nfl-2005,Sports,PS2,EA Sports,EA Tiburon,2004.0,0.057609485379755965,4.53
300,Guitar Hero III: Legends of Rock,Guitar Hero,guitar-hero-iii-legends-of-rock,Misc,X360,RedOctane,Neversoft,2007.0,0.5683665192212656,4.53
301,Star Wars Battlefront II (2017),Star Wars,star-wars-battlefront-ii-2017,Shooter,PS4,Electronic Arts,EA DICE,2017.0,0.04448263567386024,4.53
302,Dead Island,Undefined Franchise,dead-island,Action,PC,Deep Silver,Techland,2011.0,0.7582605341145778,4.52
303,Arma 2: Operation Arrowhead,Undefined Franchise,arma-2-operation-arrowhead,Shooter,PC,,Bohemia Interactive,2011.0,0.9882037098157336,4.51
304,ARK: Survival Evolved,Undefined Franchise,ark-survival-evolved,Action-Adventure,PC,Studio Wildcard,Studio Wildcard,2015.0,0.3395344975020508,4.5
305,Riven: The Sequel to Myst,Undefined Franchise,riven-the-sequel-to-myst,Adventure,PC,Red Orb,Cyan Worlds,1997.0,0.3621683197756572,4.5
306,StarCraft II: Wings of Liberty,Undefined Franchise,starcraft-ii-wings-of-liberty,Strategy,PC,Blizzard Entertainment,Blizzard Entertainment,2010.0,0.566153396512303,4.5
307,Warcraft III: Reign of Chaos,Undefined Franchise,warcraft-iii-reign-of-chaos,Strategy,PC,Blizzard Entertainment,Blizzard Entertainment,2002.0,0.1922195077364408,4.5
308,Pitfall!,Undefined Franchise,pitfall,Platform,2600,Activision,Activision,1982.0,0.8488758032958397,4.5
309,Professor Layton and the Curious Village,Undefined Franchise,professor-layton-and-the-curious-village,Adventure,DS,Nintendo,Level 5,2008.0,0.5870917758657052,4.49
310,Madden NFL 07,Madden NFL,madden-nfl-07,Sports,PS2,EA Sports,EA Tiburon,2006.0,0.8563171719595342,4.49
311,Spider-Man: The Movie,Spider-Man,spider-man-the-movie,Action,PS2,Activision,Treyarch,2002.0,0.2906566639449817,4.48
312,Nintendogs + cats,Nintendogs,nintendogs-cats,Simulation,3DS,Nintendo,Nintendo EAD,2011.0,0.4732838577178855,4.48
313,The Elder Scrolls IV: Oblivion,The Elder Scrolls,the-elder-scrolls-iv-oblivion,Role-Playing,X360,Take-Two Interactive,Bethesda Softworks,2009.0,0.680738361803167,4.47
314,The Legend of Zelda: The Wind Waker,The Legend of Zelda,the-legend-of-zelda-the-wind-waker,Adventure,GC,Nintendo,Nintendo EAD,2003.0,0.15597513684917408,4.43
315,Tony Hawk's Pro Skater 3,Tony Hawk's,tony-hawks-pro-skater-3,Sports,PS2,Activision,Neversoft Entertainment,2001.0,0.4214978247085629,4.41
316,Winning Eleven: Pro Evolution Soccer 2007,Pro Evolution Soccer,winning-eleven-pro-evolution-soccer-2007,Sports,PS2,Konami,Konami Computer Entertainment Tokyo,2007.0,0.7767972162614872,4.39
317,Zelda II: The Adventure of Link,Undefined Franchise,zelda-ii-the-adventure-of-link,Adventure,NES,Nintendo,Nintendo EAD,1988.0,0.1576290213820195,4.38
318,Michael Jackson: The Experience,Undefined Franchise,michael-jackson-the-experience,Misc,Wii,Ubisoft,Ubisoft Montpellier,2010.0,0.32487733376714456,4.37
319,Tom Clancy's The Division,Tom Clancy's,tom-clancys-the-division,Shooter,PS4,Ubisoft,Massive Entertainment,2016.0,0.44457048901592533,4.37
320,Need for Speed: Most Wanted,Need for Speed,need-for-speed-most-wanted,Racing,PS2,Electronic Arts,EA Canada,2005.0,0.5007195066473163,4.37
321,Resistance: Fall of Man,Undefined Franchise,resistance-fall-of-man,Shooter,PS3,Sony Computer Entertainment,Insomniac Games,2006.0,0.2556432274540088,4.37
322,Tom Clancy's Rainbow Six: Siege,Tom Clancy's,tom-clancys-rainbow-six-siege,Shooter,PS4,Ubisoft,Ubisoft Montreal,2015.0,0.05756188566147613,4.36
323,Call of Duty: Advanced Warfare,Call of Duty,call-of-duty-advanced-warfare,Shooter,X360,Activision,High Moon Studios,2014.0,0.9818115850232223,4.34
324,Watch Dogs,Watch Dogs,watch-dogs,Action-Adventure,PS4,Ubisoft,Ubisoft Montreal,2014.0,0.532740667262645,4.32
325,Animal Crossing: City Folk,Animal Crossing,animal-crossing-city-folk,Simulation,Wii,Nintendo,Nintendo EAD,2008.0,0.31017532068441056,4.32
326,Starbound,Undefined Franchise,starbound,Misc,PC,"Infocom, Inc.",,2014.0,0.061974095363003134,4.31
327,Asteroids,Undefined Franchise,asteroids,Shooter,2600,Atari,Atari,1981.0,0.8324069761500097,4.31
328,Dragon Quest VII,Dragon Quest,dragon-quest-vii,Role-Playing,PS,Enix,Heart Beat,2001.0,0.06132820456779409,4.3
329,Monster Hunter Generations,Monster Hunter,monster-hunter-generations,Action,3DS,Capcom,Capcom,2016.0,0.19246134531948467,4.3
330,Batman: Arkham Asylum,Batman,batman-arkham-asylum,Action,PS3,Eidos Interactive,Rocksteady Studios,2009.0,0.2198557136787045,4.28
331,Call of Duty: Advanced Warfare,Call of Duty,call-of-duty-advanced-warfare,Shooter,PS3,Activision,High Moon Studios,2014.0,0.8774597266018671,4.27
332,God of War II,God of War,god-of-war-ii,Action,PS2,Sony Computer Entertainment,SCEA Santa Monica Studio,2007.0,0.10965833648518608,4.24
333,Namco Museum,Undefined Franchise,namco-museum,Misc,GBA,Namco,Mass Media,2001.0,0.583731234861583,4.24
334,Daxter,Undefined Franchise,daxter,Platform,PSP,Sony Computer Entertainment,Ready at Dawn,2006.0,0.4459799161350212,4.23
