Rank,Name,basename,Genre,Platform,Publisher,Developer,Year,Estimated_Sales
19609,Fukakutei Sekai no Tantei Shinshi: Akugyou Futaasa no Jiken File,fukakutei-sekai-no-tantei-shinshi-akugyou-futaasa-no-jiken-file,Adventure,PS2,Abel,Abel Software,2009.0,0.01
19610,Tom Clancy's Politika,tom-clancys-politika,Misc,PSP,Konami Digital Entertainment,,2013.0,0.01
19611,Saints Row: Gat out of Hell,saints-row-gat-out-of-hell,Action,PS3,Deep Silver,Volition Inc.,2015.0,0.01
19612,Valhalla Hills: Definitive Edition,valhalla-hills-definitive-edition,Strategy,PS4,Kalypso Media,Daedalic Entertainment,2017.0,0.01
19613,Machi-Ing Maker DS,machi-ing-maker-ds,Simulation,DS,D3 Publisher,"Indi Software Co., Ltd.",2008.0,0.01
19614,Micro Machines V4,micro-machines-v4,Racing,DS,Codemasters,Supersonic Software,2007.0,0.01
19615,Uchi no 3 Shimai DS 2: 3 Shimai no Dekake Daisakusen,uchi-no-3-shimai-ds-2-3-shimai-no-dekake-daisakusen,Misc,DS,Culture Brain,Culture Brain,2009.0,0.01
19616,Deadfall Adventures,deadfall-adventures,Misc,X360,Nordic Games,Nordic Games,2013.0,0.01
19617,MotoGP 08,motogp-08,Racing,PC,Capcom,MileStone Inc.,2008.0,0.01
19618,Quantum Conundrum,quantum-conundrum,Misc,PS3,Square Enix,,2012.0,0.01
19619,Simple DS Series Vol. 45: The Misshitsukara no Dasshutsu 2,simple-ds-series-vol-45-the-misshitsukara-no-dasshutsu-2,Adventure,DS,D3 Publisher,Intense,2008.0,0.01
19620,Maximum Racing: Sprint Cars,maximum-racing-sprint-cars,Racing,Wii,,Brain in a Jar,2011.0,0.01
19621,Ochaken no Daibouken 2: Yume Ippai no Omocha Hako,ochaken-no-daibouken-2-yume-ippai-no-omocha-hako,Simulation,DS,MTO,MTO,2008.0,0.01
19622,Chronostacia,chronostacia,Misc,PSP,Idea Factory,,2014.0,0.01
19623,4 Play Collection: Treasure Hunters,4-play-collection-treasure-hunters,Puzzle,PC,Avanquest Software,GSP,2014.0,0.01
19624,Fushigi no Chronicle: Furikaerimasen Katsu Madewa,fushigi-no-chronicle-furikaerimasen-katsu-madewa,Action,PSV,Spike Chunsoft,Spike Chunsoft,2015.0,0.01
19625,FlatOut,flatout,Racing,Wii,Zoo Games,Team6 Game Studios,2010.0,0.01
19626,Dark Parables: The Little Mermaid and the Purple Tide,dark-parables-the-little-mermaid-and-the-purple-tide,Adventure,PC,Astragon,Big Fish Games,2016.0,0.01
19627,Timepiece Ensemble,timepiece-ensemble,Adventure,PSV,Entergram,,2017.0,0.01
19628,Mean Girls,mean-girls,Puzzle,DS,505 Games,505 Games,2010.0,0.01
19629,Black & White 2: Battle of the Gods,black-amp-white-2-battle-of-the-gods,Strategy,PC,Electronic Arts,Lionhead Studios,2006.0,0.01
19630,Bus Driver,bus-driver,Simulation,PC,Meridian4,SCS Software,2008.0,0.01
19631,"My World, My Way"," my way""",Role-Playing,DS,Atlus,Global A Entertainment,2009.0,0.01
19632,Nanairo Reincarnation,nanairo-reincarnation,Action,PSV,Silky`s,,2015.0,0.01
19633,Shogun: Total War,shogun-total-war,Strategy,PC,Electronic Arts,The Creative Assembly,2000.0,0.01
19634,Memories Off: AfterRain,memories-off-afterrain,Adventure,PSP,5pb,5pb. Games,2009.0,0.01
19635,Burn Zombie Burn!,burn-zombie-burn,Shooter,PC,P2 Games,Doublesix,2010.0,0.01
19636,Zatch Bell! Mamodo Fury,zatch-bell-mamodo-fury,Fighting,PS2,Namco Bandai,Mechanic Arms,2006.0,0.01
19637,AMF Xtreme Bowling,amf-xtreme-bowling,Sports,XB,Bethesda Softworks,Mud Duck Productions,2006.0,0.01
19638,Moujuutsukai to Oujisama: Flower & Snow,moujuutsukai-to-oujisama-flower-amp-snow,Action,PSV,Idea Factory,Otomate,2015.0,0.01
19639,Nintama Rantarou: Gakunen Taikousen Puzzle! no Dan,nintama-rantarou-gakunen-taikousen-puzzle-no-dan,Puzzle,DS,Russel,Russel,2010.0,0.01
19640,Professional Fisherman's Tour: Big Bass Open,professional-fishermans-tour-big-bass-open,Sports,3DS,UFO Interactive,Starfish SD,2011.0,0.01
19641,Championship Manager 2007,championship-manager-2007,Sports,X360,Eidos Interactive,Beautiful Game Studios,2007.0,0.01
19642,Sakura Note: Imanitsu na Garu Mirai,sakura-note-imanitsu-na-garu-mirai,Adventure,DS,Marvelous Interactive,Marvelous Interactive,2009.0,0.01
19643,Heaven's Hope,heavens-hope,Adventure,PC,EuroVideo Medien,Mosaic,2016.0,0.01
19644,Hoshiiro no Okurimono,hoshiiro-no-okurimono,Adventure,PS2,Takuyo,Takuyo,2007.0,0.01
19645,Kurayami no Hate de Kimi o Matsu,kurayami-no-hate-de-kimi-o-matsu,Adventure,DS,D3 Publisher,D3 Publisher,2009.0,0.01
19646,MotorStorm Complete,motorstorm-complete,Racing,PS3,Sony Computer Entertainment,Evolution Studios,2008.0,0.01
19647,Final Approach 2: 1st Priority Portable,final-approach-2-1st-priority-portable,Adventure,PSP,Princess Soft,Princess Soft,2009.0,0.01
19648,Syberia 2,syberia-2,Adventure,NS,Microids,Microids,2017.0,0.01
19649,Hello Kitty Kruisers,hello-kitty-kruisers,Racing,WiiU,Bergsala Lightweight,Scarab,2014.0,0.01
19650,PDC World Championship Darts 2008,pdc-world-championship-darts-2008,Sports,X360,O-Games,Mere Mortals,2014.0,0.01
19651,Kokuga,kokuga,Misc,3DS,G.Rev,,2012.0,0.01
19652,Mahjong * Dream C Club,mahjong-dream-c-club,Misc,X360,D3Publisher,,2012.0,0.01
19653,King Arthur Collection,king-arthur-collection,Strategy,PC,Paradox Interactive,NeoCoreGames,2011.0,0.01
19654,Memories Off: Omoide ni Kawaru-Kun,memories-off-omoide-ni-kawaru-kun,Adventure,PSP,5pb,5pb. Games,2008.0,0.01
19655,Muv-Luv Alternative: Total Eclipse,muv-luv-alternative-total-eclipse,Misc,X360,5pb,,2013.0,0.01
19656,Sword of the Stars: Complete Collection,sword-of-the-stars-complete-collection,Strategy,PC,Paradox Interactive,Kerberos Productions,2010.0,0.01
19657,Arcobaleno!,arcobaleno,Simulation,PS2,Idea Factory,Idea Factory,2009.0,0.01
19658,"Koori no Bohyou: Ichiryuuwa, 3-dome no Junan","3-dome no junan""",Strategy,PSP,Nippon Ichi Software,Nippon Ichi Software,2010.0,0.01
19659,Moe Moe 2-ji Taisen (Ryoku) * Deluxe,moe-moe-2-ji-taisen-ryoku-deluxe,Adventure,PS2,System Soft,System Soft Alpha,2008.0,0.01
19660,Nanatama: Chronicle of Dungeon Maker,nanatama-chronicle-of-dungeon-maker,Role-Playing,PSP,Global A Entertainment,Global A Entertainment,2009.0,0.01
19661,7 Wonders of the Ancient World,7-wonders-of-the-ancient-world,Puzzle,PC,Mumbo Jumbo,Hot Lava Games,2007.0,0.01
19662,Shonen Kininden Tsumuji,shonen-kininden-tsumuji,Adventure,DS,Electronic Arts,Neuron Age,2010.0,0.01
19663,WRC 5: FIA World Rally Championship,wrc-5-fia-world-rally-championship,Racing,PC,Bigben Interactive,Kylotonn Entertainment,2015.0,0.01
19664,Nil Admirari no Tenbin: Irodori Nadeshiko,nil-admirari-no-tenbin-irodori-nadeshiko,Visual Novel,NS,Idea Factory,Idea Factory,2018.0,0.01
19665,Handball 16,handball-16,Sports,X360,Bigben Interactive,EKO Software,2015.0,0.01
19666,Akagawa Jirou Mystery: Tsuki no Hikari,akagawa-jirou-mystery-tsuki-no-hikari,Adventure,DS,Marvelous Interactive,Marvelous Interactive,2008.0,0.01
19667,Sengoku Hime 7: Sen'un Tsuranuku Guren no Ishi,sengoku-hime-7-senun-tsuranuku-guren-no-ishi,Visual Novel,PSV,System Soft Alpha,Gesen 18,2018.0,0.01
19668,Simple DS Series Vol. 47: The Suiri: Shinshou 2009,simple-ds-series-vol-47-the-suiri-shinshou-2009,Adventure,DS,D3 Publisher,Tomcat System,2009.0,0.01
19669,Lionheart: Kings' Crusade,lionheart-kings-crusade,Strategy,PC,Paradox Interactive,Neocore Games,2010.0,0.01
19670,Mini Yonkyu DS,mini-yonkyu-ds,Racing,DS,Rocket Company,Rocket Company,2009.0,0.01
19671,Touch Detective Funghi Rhythm,touch-detective-funghi-rhythm,Action,3DS,Success,Success,2014.0,0.01
19672,Leisure Suit Larry: Box Office Bust,leisure-suit-larry-box-office-bust,Adventure,PC,Codemasters,Team17 Software,2009.0,0.01
19673,Oretachi no Sekai wa Shimatteiru,oretachi-no-sekai-wa-shimatteiru,Adventure,PSV,RED Entertainment,RED Entertainment,2017.0,0.01
19674,Shounen Sunday & Shounen Magazine: White Comic,shounen-sunday-amp-shounen-magazine-white-comic,Role-Playing,DS,Konami,Konami,2009.0,0.01
19675,Aliens versus Predator,aliens-versus-predator,Shooter,PC,Fox Interactive,Rebellion Developments,1999.0,0.01
19676,Game Book DS: Aquarian Age Perpetual Period,game-book-ds-aquarian-age-perpetual-period,Role-Playing,DS,Broccoli,Broccoli,2010.0,0.01
19677,Majo'ou,majoou,Adventure,PSP,Quinrose,QuinRose,2014.0,0.01
19678,Pro Golfer Saru,pro-golfer-saru,Sports,Wii,Namco Bandai,Eighting,2008.0,0.01
19679,Kimi no Hitomi ni Hit Me,kimi-no-hitomi-ni-hit-me,Visual Novel,PSV,Entergram,Giga,2018.0,0.01
19680,"Utatte Touch, Utouchi!!"," utouchi""",Misc,DS,Konami,Konami,2010.0,0.01
19681,Jagged Alliance 2,jagged-alliance-2,Strategy,PC,TalonSoft,SirTech,1999.0,0.01
19682,Kidou Senshi Gundam Vol.3 -A Baoa Qu-,kidou-senshi-gundam-vol3-a-baoa-qu-,Strategy,WS,Bandai,Bandai,2002.0,0.01
19683,Defender,defender,Shooter,GBA,Midway Games,OutLook Entertainment,2002.0,0.01
19684,ATV Drift & Tricks,atv-drift-amp-tricks,Racing,NS,Microids,Artefacts Studio,2018.0,0.01
19685,Scratches,scratches,Adventure,PC,Got Game Entertainment,Nucleosys,2006.0,0.01
19686,Discover Europe,discover-europe,Simulation,PC,,,2006.0,0.01
19687,Heiligenstadt no Uta,heiligenstadt-no-uta,Adventure,PSV,Nippon Cultural Broadcasting eXtend,Nippon Cultural Broadcasting eXtend,2017.0,0.01
19688,Koibana Days,koibana-days,Misc,PSP,Idea Factory,,2013.0,0.01
19689,Madden NFL 08,madden-nfl-08,Sports,PC,EA Sports,EA Tiburon,2007.0,0.01
19690,Auto Modellista,auto-modellista,Racing,XB,Capcom,Capcom,2004.0,0.01
19691,The Idolm@ster Twins,the-idolmster-twins,Misc,X360,Namco Bandai,Namco Bandai Games,2009.0,0.01
19692,Zombie Shiki - Eigo Ryoku Sosei Jutsu: English of the Dead,zombie-shiki-eigo-ryoku-sosei-jutsu-english-of-the-dead,Misc,DS,Sega,Sega,2008.0,0.01
19693,Duke Nukem Advance,duke-nukem-advance,Shooter,GBA,Take-Two Interactive,Torus Games,2002.0,0.01
19694,Oretachi ni Tsubasa wa Nai,oretachi-ni-tsubasa-wa-nai,Misc,PSV,5pb,,2014.0,0.01
19695,Winx Club: Saving Alfea,winx-club-saving-alfea,Action,DS,Namco Bandai Games,Little Orbit,2014.0,0.01
19696,Total War Collection,total-war-collection,Strategy,PC,Sega,The Creative Assembly,2012.0,0.01
19697,Bound By Flame,bound-by-flame,Action,PS3,Focus Home Interactive,Spiders,2014.0,0.01
19698,One Piece: Unlimited World Red Deluxe Edition,one-piece-unlimited-world-red-deluxe-edition,Action,PS4,Namco Bandai Games,Ganbarion,2017.0,0.01
19699,Aggressive Inline,aggressive-inline,Sports,GBA,Acclaim Entertainment,Full-Fat,2002.0,0.01
19700,PW: Project Witch,pw-project-witch,Adventure,PSP,GungHo,GungHo Works,2009.0,0.01
19701,Summer Challenge: Athletics Tournament,summer-challenge-athletics-tournament,Sports,PC,PQube,DTP Entertainment,2011.0,0.01
19702,Build-a-lot,build-a-lot,Simulation,DS,Mumbo Jumbo,HipSoft,2008.0,0.01
19703,Invizimals: The Resistance,invizimals-the-resistance,Simulation,PSV,Sony Computer Entertainment,Novarama,2015.0,0.01
19704,Ziggurat,ziggurat,Shooter,XOne,Milkstone Studios,Milkstone Studios,2015.0,0.01
19705,Disciples III: Resurrection,disciples-iii-resurrection,Strategy,PC,Kalypso,Akella,2011.0,0.01
19706,Re: Vice[d],re-viced,Adventure,PSV,Idea Factory,Design Factory,2014.0,0.01
19707,Dogz Fashion,dogz-fashion,Simulation,GBA,Ubisoft,MTO,2006.0,0.01
19708,Gegege no Kitarou: Youkai Daiundoukai,gegege-no-kitarou-youkai-daiundoukai,Action,Wii,Bandai,Bandai,2007.0,0.01
19709,Hyper Fighters,hyper-fighters,Simulation,Wii,Zoo Games,Zoo Games,2011.0,0.01
19710,Kunio-kun: The World Classics Collection,kunio-kun-the-world-classics-collection,Misc,NS,Arc System Works,"Million Co., Ltd.",2018.0,0.01
19711,Euro Fishing,euro-fishing,Simulation,PC,,Dovetail Games,2015.0,0.01
19712,Like Life Every Hour,like-life-every-hour,Adventure,PSP,GN Software,GN Software,2009.0,0.01
19713,Dungeon Maker II: The Hidden War (JP sales),dungeon-maker-ii-the-hidden-war-jp-sales,Role-Playing,PSP,UFO Interactive,Global A Entertainment,2008.0,0.01
19714,Kouekizaidan Houjin Nihon Kanji Nouryoku Kentei Kyoukai: Kanken Training,kouekizaidan-houjin-nihon-kanji-nouryoku-kentei-kyoukai-kanken-training,Misc,3DS,Rocket Company,Rocket Company,2014.0,0.01
19715,nail'd,naild,Racing,PC,Deep Silver,Techland,2010.0,0.01
19716,Warhammer: Mark of Chaos - Battle March,warhammer-mark-of-chaos-battle-march,Strategy,PC,Namco Bandai,Black Hole Entertainment,2008.0,0.01
19717,Iwaihime: Matsuri,iwaihime-matsuri,Adventure,PSV,Nippon Ichi Software,Nippon Ichi Software,2017.0,0.01
19718,Neopets Puzzle Adventure,neopets-puzzle-adventure,Puzzle,PC,Capcom,Infinite Interactive,2008.0,0.01
19719,Ultimate Spider-Man,ultimate-spider-man,Action,PC,Activision,Beenox,2005.0,0.01
19720,Age of Empires,age-of-empires,Strategy,PC,Microsoft,Ensemble Studios,1997.0,0.01
19721,Hyper Light Drifter,hyper-light-drifter,Role-Playing,PS4,Rebellion Games,Rebellion Games,2016.0,0.01
19722,Once Upon A Time,once-upon-a-time,Misc,Wii,Storm City Games,Storm City Games,2010.0,0.01
19723,Tettelkaiseki Hissyou Pachislot Doujyho Yamasa & Pioneer,tettelkaiseki-hissyou-pachislot-doujyho-yamasa-amp-pioneer,Misc,PS,Hiromi,Hiromi,1998.0,0.01
19724,Closed Nightmare,closed-nightmare,Misc,PS4,Nippon Ichi Software,Nippon Ichi Software,2018.0,0.01
19725,Sengoku Hime 3: Tenka o Kirisaku Hikari to Kage,sengoku-hime-3-tenka-o-kirisaku-hikari-to-kage,Misc,PSP,SystemSoft,,2012.0,0.01
19726,Teslagrad,teslagrad,Platform,PS4,Rain Games,Rain Games,2014.0,0.01
19727,Hidamari Sketch: Doko Demo Sugoroku x 365,hidamari-sketch-doko-demo-sugoroku-x-365,Misc,DS,Idea Factory,Idea Factory,2009.0,0.01
19728,th!nk Logic Trainer: Kids,thnk-logic-trainer-kids,Puzzle,DS,Conspiracy Entertainment,DTP Young Entertainment,2009.0,0.01
19729,Vamwolf Cross,vamwolf-cross,Action,PSV,D3Publisher,,2015.0,0.01
19730,Tokyo Onmyouji: Tengen Jibashi - Rei no Baai - V Edition,tokyo-onmyouji-tengen-jibashi-rei-no-baai-v-edition,Action,PSV,Dramatic Create,,2015.0,0.01
19731,Kunio-kun: The World Classics Collection,kunio-kun-the-world-classics-collection,Misc,PS4,Arc System Works,"Million Co., Ltd.",2018.0,0.01
19732,Majin Tantei Nougami Neuro: Battle de Yo!,majin-tantei-nougami-neuro-battle-de-yo,Adventure,PS2,Compile,Compile Heart,2008.0,0.01
19733,Top Spin 2,top-spin-2,Sports,GBA,2K Sports,Indie Built,2006.0,0.01
19734,Animal Snap: Rescue Them 2 By 2,animal-snap-rescue-them-2-by-2,Puzzle,GBA,Ignition Entertainment,"Awesome Developments, Ltd.",2002.0,0.01
19735,Universe at War: Earth Assault,universe-at-war-earth-assault,Strategy,PC,Sega,Petroglyph Games,2007.0,0.01
19736,Island,island,Adventure,PSV,Prototype,Prototype,2017.0,0.01
19737,Kantan! Tanoshii! Okashi Navi DS,kantan-tanoshii-okashi-navi-ds,Simulation,DS,KOEI,Paon Corporation,2008.0,0.01
19738,Radirgy Noa Wii,radirgy-noa-wii,Shooter,Wii,Milestone,MileStone Inc.,2010.0,0.01
19739,Your Four Knight Princesses Training Story,your-four-knight-princesses-training-story,Role-Playing,PSV,Nippon Ichi Software,Nippon Ichi Software,2018.0,0.01
19740,Amaekata wa Kanojo Nari ni.,amaekata-wa-kanojo-nari-ni,Visual Novel,PSV,Entergram,Giga,2017.0,0.01
19741,Bullet Soul Infinite Burst,bullet-soul-infinite-burst,Misc,X360,5pb,,2014.0,0.01
19742,Tori no Hoshi: Aerial Planet,tori-no-hoshi-aerial-planet,Adventure,PS2,Nippon Ichi Software,Nippon Ichi Software,2008.0,0.01
19743,Jacqueline Wilson's Tracy Beaker: The Game,jacqueline-wilsons-tracy-beaker-the-game,Misc,PC,P2 Games,P2 Games,2009.0,0.01
19744,Matchstick,matchstick,Puzzle,DS,DreamCatcher Interactive,Ertain,2008.0,0.01
19745,Dark Fall 3: Lost Souls,dark-fall-3-lost-souls,Adventure,PC,The Adventure Company,Darkling Room,2010.0,0.01
19746,Hiiro no Kakera Twin Pack,hiiro-no-kakera-twin-pack,Adventure,PS2,Idea Factory,Idea Factory,2009.0,0.01
19747,Twisted Lands: Insomniac,twisted-lands-insomniac,Adventure,PC,Alawar Entertainment,"Alawar Entertainment, Inc",2011.0,0.01
19748,Maximum Racing: Rally Racer,maximum-racing-rally-racer,Racing,Wii,,Brain in a Jar,2011.0,0.01
19749,Lucky Dog 1,lucky-dog-1,Visual Novel,PSV,Prototype,Prototype,2018.0,0.01
19750,Ima Sugu Oniichan ni Imoto da tte Iitai!,ima-sugu-oniichan-ni-imoto-da-tte-iitai,Misc,PSV,Piacci,,2014.0,0.01
19751,RockMan DASH / RockMan DASH2 Value Pack,rockman-dash,Role-Playing,PSP,Capcom,Capcom,2009.0,0.01
19752,Enigmatis 3: The Shadow Of Karkhala,enigmatis-3-the-shadow-of-karkhala,Adventure,PC,GSP,Artifex Mundi sp. z o.o.,2017.0,0.01
19753,Undertale,undertale,Role-Playing,PSV,Toby Fox,Toby Fox,2017.0,0.01
19754,"Sengoku Hime 2 Honoo: Hyakubana, Senran Tatsukaze no Gotoku"," senran tatsukaze no gotoku""",Strategy,PS2,System Soft,System Soft,2010.0,0.01
19755,Shiro to Kuro no Alice: Twilight Line,shiro-to-kuro-no-alice-twilight-line,Visual Novel,PSV,Idea Factory,"Kogado Studio, Inc.",2018.0,0.01
19756,Sonic Mega Collection Plus,sonic-mega-collection-plus,Misc,PC,Sega,Sonic Team,2007.0,0.01
19757,Darius Burst: Chronicle Saviours,darius-burst-chronicle-saviours,Action,PS4,Kadokawa Games,Pyramid,2017.0,0.01
19758,Sega 3D Classics Collection,sega-3d-classics-collection,Misc,3DS,Sega,M2,2016.0,0.01
19759,Taishou Yakyuujou: Otome Tatsuno Seishun Nikki,taishou-yakyuujou-otome-tatsuno-seishun-nikki,Adventure,PSP,5pb,5pb. Games,2009.0,0.01
19760,Buzz! Quiz World,buzz-quiz-world,Misc,PSP,Sony Computer Entertainment,Relentless Software,2009.0,0.01
19761,Princess Nightmare,princess-nightmare,Adventure,PS2,Karin Entertainment,Karin Entertainment,2008.0,0.01
19762,SBK09 Superbike World Championship,sbk09-superbike-world-championship,Racing,X360,Black Bean Games,Milestone,2009.0,0.01
19763,Cafe Cuillere,cafe-cuillere,Visual Novel,PSV,Takuyo,Takuyo,2018.0,0.01
19764,Dungeon Siege II: Broken World,dungeon-siege-ii-broken-world,Role-Playing,PC,2K Games,Gas Powered Games,2006.0,0.01
19765,Tactical Guild,tactical-guild,Role-Playing,DS,Success,Ninja Studio,2008.0,0.01
19766,Kidz Sports: Ice Hockey,kidz-sports-ice-hockey,Sports,Wii,Bold Games,Data Design Interactive,2008.0,0.01
19767,Deep Black,deep-black,Shooter,PC,505 Games,BiArt Studios,1970.0,0.01
19768,Devil May Cry 3: Dante's Awakening Special Edition,devil-may-cry-3-dantes-awakening-special-edition,Action,PC,Ubisoft,Capcom,2006.0,0.01
19769,Happy Birthdays,happy-birthdays,Misc,NS,NIS America,Arc System Works,2018.0,0.01
19770,Sekai wa Atashi de Mawatteru: Hikari to Yami no Princess,sekai-wa-atashi-de-mawatteru-hikari-to-yami-no-princess,Role-Playing,PSP,Global A Entertainment,Global A Entertainment,2009.0,0.01
19771,Steam Prison: Nanatsu no Bitoku,steam-prison-nanatsu-no-bitoku,Adventure,PSV,Dramatic Create,Dramatic Create,2017.0,0.01
19772,Bob the Builder: Festival of Fun,bob-the-builder-festival-of-fun,Action,DS,Blast! Entertainment Ltd,Blast! Entertainment Ltd,2008.0,0.01
19773,thinkSMART Kids 8+,thinksmart-kids-8,Misc,DS,Mentor Interactive,Conspiracy Entertainment,2010.0,0.01
19774,Gothic Fiction: Dark Saga,gothic-fiction-dark-saga,Puzzle,PC,Big Fish Games,GSP,2015.0,0.01
19775,The Escapists: The Walking Dead,the-escapists-the-walking-dead,Action,PS4,Team17 Software,Team17 Software,2016.0,0.01
19776,Under the Moon: Crescent,under-the-moon-crescent,Adventure,PS2,Dimple Entertainment,Dimple Entertainment,2009.0,0.01
19777,Europa Universalis III,europa-universalis-iii,Strategy,PC,Paradox Interactive,Paradox Interactive,2007.0,0.01
19778,Hyaku Monogatari: Kaidan Romance,hyaku-monogatari-kaidan-romance,Misc,PSP,Quinrose,,2013.0,0.01
19779,Slotter Up Mania 11: 2027 vs 2027 II,slotter-up-mania-11-2027-vs-2027-ii,Misc,PS2,Dorart,Dorart,2009.0,0.01
19780,Crazy Chase,crazy-chase,Platform,GBA,Kemco,Kemco,2002.0,0.01
19781,Garfield and His Nine Lives,garfield-and-his-nine-lives,Action,GBA,Game Factory,Lucky Jump,2006.0,0.01
19782,Kamidanomi Shisugite Ore no Mirai ga Yabai.,kamidanomi-shisugite-ore-no-mirai-ga-yabai,Adventure,PSV,Entergram,Entergram,2017.0,0.01
19783,Flowers: Natsu-hen,flowers-natsu-hen,Action,PSV,Prototype,,2015.0,0.01
19784,Momotarou Densetsu 16 (PS2 the Best sales),momotarou-densetsu-16-ps2-the-best-sales,Misc,PS2,Hudson Soft,Hudson Soft,2009.0,0.01
19785,Infinite Stratos 2: Love and Purge,infinite-stratos-2-love-and-purge,Action,PS3,5pb,,2015.0,0.01
19786,Koshotengai no Hashihime Noma,koshotengai-no-hashihime-noma,Visual Novel,PSV,Dramatic Create,ADELTA,2018.0,0.01
19787,The Mighty Quest for Epic Loot,the-mighty-quest-for-epic-loot,Misc,PC,Ubisoft,,2015.0,0.01
19788,KLAP!! Kind Love And Punish: Fun Party,klap-kind-love-and-punish-fun-party,Adventure,PSV,Idea Factory,,2017.0,0.01
19789,Monopoly Tycoon,monopoly-tycoon,Simulation,PC,Atari,Deep Red Games,2001.0,0.01
19790,Memories Off 6: Next Relation,memories-off-6-next-relation,Adventure,X360,5pb,5pb. Games,2009.0,0.01
19791,Soul Calibur IV,soul-calibur-iv,Fighting,XBL,Namco Bandai Games,Project Soul,2008.0,0.01
19792,Akai Ito Destiny DS,akai-ito-destiny-ds,Adventure,DS,Alchemist,Alchemist,2009.0,0.01
19793,Call of Duty,call-of-duty,Shooter,PC,Activision,Infinity Ward,2003.0,0.01
19794,Saiaku Naru Saiyaku Ningen ni Sasagu,saiaku-naru-saiyaku-ningen-ni-sasagu,Visual Novel,PS4,Kemco,Kemco,2018.0,0.01
19795,Battle B-Daman,battle-b-daman,Action,GBA,Atlus,Atlus Co.,2006.0,0.01
19796,Moeru Mahjong: Moejong!,moeru-mahjong-moejong,Misc,PSP,Hudson Entertainment,Hudson Soft,2008.0,0.01
19797,Hidden Expedition: The Crown of Solomon,hidden-expedition-the-crown-of-solomon,Action,PC,Focus Multimedia,,2014.0,0.01
19798,Nancy Drew: Message in a Haunted Mansion,nancy-drew-message-in-a-haunted-mansion,Adventure,GBA,DreamCatcher Interactive,Handheld Games,2001.0,0.01
19799,Tokeijikake no Ley Line: Kagerou ni Samayou Majo,tokeijikake-no-ley-line-kagerou-ni-samayou-majo,Adventure,PSV,Dramatic Create,Dramatic Create,2017.0,0.01
19800,My Hero: Firefighter,my-hero-firefighter,Simulation,DS,Majesco,Game-life / Mad Monkey Studio,2009.0,0.01
19801,Dr. Sudoku,dr-sudoku,Puzzle,GBA,Mastiff,Success,2006.0,0.01
